"Time","Message","Severity"
"2021-04-27 09:37:34 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:37:34 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:37:34 PM","***","Information"
"2021-04-27 09:37:34 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:34 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:34 PM","***","Information"
"2021-04-27 09:37:34 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:37:34 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:37:34 PM","***","Information"
"2021-04-27 09:37:34 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:34 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:34 PM","***","Information"
"2021-04-27 09:37:34 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:37:34 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:37:34 PM","***","Information"
"2021-04-27 09:37:36 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:36 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:36 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:36 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:36 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:36 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""21b67df9-a804-45ea-9ebc-56ed397b806c"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('Divisions List GUID')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""0c6bd8d0-0f96-4371-9c83-14f4a86d0bb8"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('Sites List GUID CompleteListSubmission')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-04-27 09:37:36 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:36 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""35416f1d-f09b-4503-a8ed-106e11c7ea43"",","Information"
"2021-04-27 09:37:36 PM","              ""defaultValue"": ""[parameters('Sites List GUID ProvisionSite')]"",","Information"
"2021-04-27 09:37:36 PM","***","Information"
"2021-04-27 09:37:37 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/azureautomation""","Information"
"2021-04-27 09:37:37 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/azureautomation')]""","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-04-27 09:37:37 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-04-27 09:37:37 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/teams""","Information"
"2021-04-27 09:37:37 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/teams')]""","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:37:37 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""21b67df9-a804-45ea-9ebc-56ed397b806c"",","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""[parameters('Divisions List GUID')]"",","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""0c6bd8d0-0f96-4371-9c83-14f4a86d0bb8"",","Information"
"2021-04-27 09:37:37 PM","              ""defaultValue"": ""[parameters('Sites List GUID CompleteListSubmission')]"",","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-04-27 09:37:37 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:37 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-04-27 09:37:37 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-04-27 09:37:37 PM","***","Information"
"2021-04-27 09:37:38 PM","Done!","Information"
"2021-04-27 09:39:39 PM","Start!","Information"
"2021-04-27 09:39:54 PM","Exporting individual resources...","Information"
"2021-04-27 09:39:55 PM","Exporting individual ARM Template for eitdev-siteprovisioning","Information"
"2021-04-27 09:39:56 PM","Exporting individual ARM Template for eitdev-siteprovisioning/CreateSite","Information"
"2021-04-27 09:39:57 PM","Exporting individual ARM Template for eitdev-siteprovisioning/CreateSite-Customizations","Information"
"2021-04-27 09:39:58 PM","Exporting individual ARM Template for eitdev-siteprovisioning/EUMSites_Helper","Information"
"2021-04-27 09:39:59 PM","Exporting individual ARM Template for eitdev-siteprovisioning/UpdateSitesList","Information"
"2021-04-27 09:39:59 PM","Exporting individual ARM Template for CreateSite-CompleteListSubmission","Information"
"2021-04-27 09:40:00 PM","Exporting individual ARM Template for CreateSite-ProvisionSite","Information"
"2021-04-27 09:40:02 PM","Exporting individual ARM Template for CreateSite-SubmitForm","Information"
"2021-04-27 09:40:03 PM","Exporting individual ARM Template for ValidateBearerToken","Information"
"2021-04-27 09:40:04 PM","Exporting individual ARM Template for azureautomation","Information"
"2021-04-27 09:40:05 PM","Exporting individual ARM Template for office365","Information"
"2021-04-27 09:40:06 PM","Exporting individual ARM Template for sharepointonline","Information"
"2021-04-27 09:40:08 PM","Exporting individual ARM Template for teams","Information"
"2021-04-27 09:40:09 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""21b67df9-a804-45ea-9ebc-56ed397b806c"",","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""[parameters('Divisions List GUID')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""0c6bd8d0-0f96-4371-9c83-14f4a86d0bb8"",","Information"
"2021-04-27 09:40:09 PM","              ""defaultValue"": ""[parameters('Sites List GUID CompleteListSubmission')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:09 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:09 PM","***","Information"
"2021-04-27 09:40:11 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:11 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:11 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:11 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:11 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:11 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""21b67df9-a804-45ea-9ebc-56ed397b806c"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('Divisions List GUID')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""0c6bd8d0-0f96-4371-9c83-14f4a86d0bb8"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('Sites List GUID CompleteListSubmission')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-04-27 09:40:11 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:11 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""35416f1d-f09b-4503-a8ed-106e11c7ea43"",","Information"
"2021-04-27 09:40:11 PM","              ""defaultValue"": ""[parameters('Sites List GUID ProvisionSite')]"",","Information"
"2021-04-27 09:40:11 PM","***","Information"
"2021-04-27 09:40:12 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/azureautomation""","Information"
"2021-04-27 09:40:12 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/azureautomation')]""","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-04-27 09:40:12 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-04-27 09:40:12 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/teams""","Information"
"2021-04-27 09:40:12 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/teams')]""","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","      ""location"": ""canadacentral"",","Information"
"2021-04-27 09:40:12 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""21b67df9-a804-45ea-9ebc-56ed397b806c"",","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""[parameters('Divisions List GUID')]"",","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""0c6bd8d0-0f96-4371-9c83-14f4a86d0bb8"",","Information"
"2021-04-27 09:40:12 PM","              ""defaultValue"": ""[parameters('Sites List GUID CompleteListSubmission')]"",","Information"
"2021-04-27 09:40:12 PM","***","Information"
"2021-04-27 09:40:13 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-04-27 09:40:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-04-27 09:40:13 PM","***","Information"
"2021-04-27 09:40:13 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-04-27 09:40:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-04-27 09:40:13 PM","***","Information"
"2021-04-27 09:40:13 PM","Done!","Information"
"2021-05-03 01:09:36 PM","Start!","Information"
"2021-05-03 01:10:04 PM","Exporting individual resources...","Information"
"2021-05-03 01:10:05 PM","Exporting individual ARM Template for eitdev-siteprovisioning","Information"
"2021-05-03 01:10:06 PM","Exporting individual ARM Template for eitdev-siteprovisioning/CreateSite","Information"
"2021-05-03 01:10:07 PM","Exporting individual ARM Template for eitdev-siteprovisioning/CreateSite-Customizations","Information"
"2021-05-03 01:10:08 PM","Exporting individual ARM Template for eitdev-siteprovisioning/EUMSites_Helper","Information"
"2021-05-03 01:10:08 PM","Exporting individual ARM Template for eitdev-siteprovisioning/UpdateSitesList","Information"
"2021-05-03 01:10:09 PM","Exporting individual ARM Template for CreateSite-CompleteListSubmission","Information"
"2021-05-03 01:10:10 PM","Exporting individual ARM Template for CreateSite-ProvisionSite","Information"
"2021-05-03 01:10:11 PM","Exporting individual ARM Template for CreateSite-SubmitForm","Information"
"2021-05-03 01:10:12 PM","Exporting individual ARM Template for ValidateBearerToken","Information"
"2021-05-03 01:10:13 PM","Exporting individual ARM Template for azureautomation","Information"
"2021-05-03 01:10:13 PM","Exporting individual ARM Template for office365","Information"
"2021-05-03 01:10:14 PM","Exporting individual ARM Template for sharepointonline","Information"
"2021-05-03 01:10:15 PM","Exporting individual ARM Template for teams","Information"
"2021-05-03 01:10:16 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:16 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:16 PM","***","Information"
"2021-05-03 01:10:16 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:16 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:16 PM","***","Information"
"2021-05-03 01:10:16 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:16 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:16 PM","***","Information"
"2021-05-03 01:10:16 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-05-03 01:10:16 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-05-03 01:10:16 PM","***","Information"
"2021-05-03 01:10:16 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:16 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:16 PM","***","Information"
"2021-05-03 01:10:16 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
